Alliance Freight Services Ltd,"ALLIANCE FREIGHT SERVICES LIMITED was incorporated in February, 2013 with a group of people who have various expertise in the area of freight forwarding industry for over ten (10) years. We understand the unique business environment in eve…",/site/directory/freight-forwarders/25433/Alliance-Freight-Services-Ltd,+233 (0)244125344,Tema Comm. 1
Alliance Hotel,Budget Hotel.,/site/directory/budgets-hotels/2106/Alliance-Hotel,N/A,Yeji
ALLIANCE MEDIA GHANA - BILLBOARD & AIRPORT ADVERTISING,"Alliance Media Ghana, established in 2000, is the leading provider of outdoor and airport advertising in Ghana servicing a vast number of local businesses and international brands. Our sites are strategically positioned in prime locations …",/site/directory/advertising-agency/18754/ALLIANCE-MEDIA-GHANA-BILLBOARD-AIRPORT-ADVERTISING,+233 302 765 325,Osu
Alliance Media Ghana Limited,"Alliance Media Ghana is the leading provider of outdoor and airport advertising in Ghana servicing a vast number of local businesses and international brands. Established in 2000, Alliance Media Ghana\'s offices are situated in OSU, Accra.…",/site/directory/advertising-agency/20934/Alliance-Media-Ghana-Limited,"0302 765 325, 0263 999 577",Osu. R.E.
Alliance Motors Ghana Limited,"Alliance Motors Ghana Limited is the new, exclusive distributor of Jaguar and Land Rover vehicles in Ghana. Established on April 1st 2013, We stock the full Jaguar and Land Rover range including F-Type Jaguar, the New Range Rover and the N…",/site/directory/new-car-sellers/23173/Alliance-Motors-Ghana-Limited,+233 307011989,Accra North
ALLIANCE SURVEYING LTD,"Alliance Surveying LTD is a surveying and mapping company base in Accra, Ghana. We offer wide variety of solutions for any survey requirements above and below ground. Our services includes; GIS Site plan Legal surveys Building plans …",/site/directory/survey-engineering/25659/ALLIANCE-SURVEYING-LTD,0244988252 0266446042 0503584280,Madina
Allianz Insurance Company Ghana Limited,"Allianz Insurance Company Ghana ia a member of a leading international insurance services provider. Allianz Insurance Company Ghana Limited started operations in December 2009. With just a little over 2 years, Allianz Ghana wrote a g…",/site/directory/insurance-(non-life)-companies/24104/Allianz-Insurance-Company-Ghana-Limited,(233) 302 764893 / (233) 302 764894,Airport Residential Area
Allianz Life Insurance Company Ghana Ltd,"Allianz Life Insurance Ghana is part of Allianz SE, a multinational company which has been in existence since 1890. We provide relevant and timely life insurance solutions to individuals, corporates and groups.",/site/directory/insurance-(life)-companies/24312/Allianz-Life-Insurance-Company-Ghana-Ltd,0302267892|  Facebook link: https://www.facebook.com/AllianzGhana/,Achimota
Allied Concepts Ghana Limited,"We are specialized in brand management, advertising, training, sales promotion, market research and product launch. No matter how small your business, your corporate identity or brand influences the opinion of your customers and potenti…",/site/directory/marketing-consultants/9120/Allied-Concepts-Ghana-Limited,"+233 0302 2 207 19 , +233 244 724 200, +233 277 724 200, +233 288 724 200",
Allied Home Stores Ltd.,Spare parts and tyre dealers.,/site/directory/spare-parts-dealers/20167/Allied-Home-Stores-Ltd,030 2231973,North Industrial Area
Allied Insurance Brokers,Insurance Brokers,/site/directory/insurance-brokers/20982/Allied-Insurance-Brokers,"233459, 237248",Accra New Town
Allied Insurance Brokers,Insurance Brokers,/site/directory/insurance/16276/Allied-Insurance-Brokers,"0302 233459, 237248",New Town
Allied Ltd,Electrical Supplier,/site/directory/electrical-suppliers/671/Allied-Ltd,0302-224594,
Allied Prestige,Allied Prestige Company is a privately owned Ghanaian business which started as a cleaning company but has now diversified into real estate development. We are committed to enhancing opportunities for our homebuyers while delivering superi…,/site/directory/real-estate-developers/15687/Allied-Prestige,+233249585404,Osu
Allied Trust Services,Need that comprehensive Business Plan for your new business? Just give us a call and we would be glad to assist you.,/site/directory/business-consultants/26165/Allied-Trust-Services,0263370190,Kokomlemle
Allotey farms & Rabbitry,"We are into poultry meat & egg production,piggery,rabbitry etc",/site/directory/agriculture-produce/22446/Allotey-farms-Rabbitry,0242817753,Ashaiman
Alloyed Ghana Limited,"3D Signage,Printing of Banners,Flyers,Call Cards and many more.",/site/directory/printing-press/17835/Alloyed-Ghana-Limited,"0244-681278,027-8302894",Kokomlemle
Alloyed Ghana Limited,"Professionalim,Competance and understanding of Signage makes Alloyed Ghana Limited stands out. We create durable Advertising Signage to help potray your brand or office premisse in the best light. We also Print Banners,Flyers,Call Cards …",/site/directory/advertising-agency/17834/Alloyed-Ghana-Limited,0244-681278,
Alloymund Ghana Limited,We are basically involved in clearing and forwarding of cargo in both Tema and Takoradi sea port. We located in kumasi with branches in Tema and Takoradi.,/site/directory/clearing-agents/6425/Alloymund-Ghana-Limited,032 20-35462-3 / 027-1689994 / 020-8788496,
Alls Mall Enterprise,"CONTACT US FOR ALL YOUR BLINDS; VERTICAL BLINDS, VENETIAN BLINDS, ROLLER BLINDS, WOODEN VENETIAN, BAMBOO BLINDS, CURTAINS, ETC...",/site/directory/interior-decorators/6567/Alls-Mall-Enterprise,0302-970071/ 024-4622870,
Allsamwell Ventures,We're into the production of Cereals for babies and Adults.,/site/directory/agro-processing-companies/477844/Allsamwell-Ventures,0505837223,Adenta
Allset Industries,fashion designing. sales of machinery.(general marketing),/site/directory/fashion-designers/9883/Allset-Industries,021400840,Achimota
ALLSWELL INNOVATIONS,We undertake grooming services and complete makeovers,/site/directory/beauty-accessories/7379/ALLSWELL-INNOVATIONS,+233-243-312700,Teshie SSNIT Greda Estates
Allterrain Services Ghana Limited,"Facilities Management, Catering and Outsourced Solutions",/site/directory/caterers/402417/Allterrain-Services-Ghana-Limited,0302522899,East Legon
Allure Africa Limited,"Allure Africa is a premier Day Spa Group headquartered in Accra Ghana. The primary business focus is to develop and grow premium Day Spa companies throughout Africa. Our Core Business Activities are Day Spa and Grooming Services Delivery,P…",/site/directory/beauty-accessories/6218/Allure-Africa-Limited,+233 0302-782651,
ALLURE BEAUTY PALACE,"Indulge, and experience the difference as we make you the STAR of the show. Our beauty treatments will make you feel radiantliy beautiful and relaxed.",/site/directory/hair-dressing-&-beauty-salon/4818/ALLURE-BEAUTY-PALACE,"+233-0302-518913,+233-0302-768573,+233-0302-784842,+233-0302-767000",
Allure Ghana Limited,AGL is a Premier Day Spa Business which owns and manages four brand businesses. Allure Spa In the City (ASIC) Allure Beauty Palace (ABP) Allure Man IYABA,/site/directory/beauty-accessories/3107/Allure-Ghana-Limited,0302-784841-4,
Allure Ghana Ltd,"Allure Africa Ltd (AAL) is an award winning day spa group which provides everything “wellness and beauty” and is committed to delivering premium services and creating unparalleled experiences through our companies and brands, Allure Africa…",/site/directory/beauty-accessories/20942/Allure-Ghana-Ltd,"0302 767000, 0302 773222, 030 2778244",
Allure Sales & Distribution Company,Allure Sales and Distribution Company (AllureSDC- is a resource partner who provides ‘head to toe wellness & beauty’ through distribution of spa and beauty brands in Africa. We are passionate about standards and our goal is to serve the sp…,/site/directory/spa-and-salon-supplies/17069/Allure-Sales-Distribution-Company,+233 302 765604-5,Osu. R.E.
Allure SDC,"Responsible for the Marketing and Distribution of 10 brand products from four (4) International Companies in North America, Asia and Southern Africa",/site/directory/cosmetics/8733/Allure-SDC,+233 0302 765605,
Allure Spa In The City,Spa Services.,/site/directory/spa-services/17070/Allure-Spa-In-The-City,+233 302 767 000 +233 244 337332,Labone
Almart Travel And Tours,Almart Travel And Tours offer car rental services for within and outside Accra. We have 4X4 and other Vehicles that we offer for rent at unbeatable prices. Our vehicles are highly maintained with a very consistent service that will not b…,/site/directory/car-rental-company/19114/Almart-Travel-And-Tours,0243101285 / 0267512418,
Almond Tree Guest House,Budget Hotels.,/site/directory/budgets-hotels/1909/Almond-Tree-Guest-House,0244-281098,Cape Coast
Aloe Vera Centre,Dealer in naturally stablised Aloe vera Products made in the U.S.A and certified Internationally Skin care products Health care Products Weight management products Personal Care Products and many more...,/site/directory/other-health-related-links/4542/Aloe-Vera-Centre,0208214508/ 0288301917/ 0302 501589,
Aloette Cosmetics of Africa.,Cosmetics.,/site/directory/cosmetics/808/Aloette-Cosmetics-of-Africa,0302-503398,
ALOHA MEDICINALS (GH) LTD.,We currently supplying Immune Assist 247 which is a specific dietary supplement for immune enhancement and antiviral protection.,/site/directory/pharmaceutical-manufacturers/4825/ALOHA-MEDICINALS-GH-LTD,0246929027/0243690172,
Alomo Car Rentals Ltd,Car Rental Company.,/site/directory/car-rental-company/705/Alomo-Car-Rentals-Ltd,021-768899,
aloysius,pc hard drive and dvd rom,/site/directory/computer-accessories/18727/aloysius,0200351864,Dansoman
Alpha Afrique Designs,"Men and Ladies wear with African influence (textiles, embriodery, beadwork etc)",/site/directory/fashion-designers/2588/Alpha-Afrique-Designs,0244238712,Mamprobi
Alpha Beta,"A reputable international School which runs preschool montessori modules, primary JHS and College Education",/site/directory/primary-schools/431998/Alpha-Beta,+233508044294,Dansoman
Alpha Beta Education Centre,"An IGCSE, GES accredited private school located at dansoman",/site/directory/high-school/440807/Alpha-Beta-Education-Centre,0508044294,Dansoman
Alpha Beta Educational Centres,"Alpha Beta Educational Centres is made up of Pre-school, Primary school and JSS,Alphabeta Christians College and Pre University Corses.",/site/directory/other-educational-links/15399/Alpha-Beta-Educational-Centres,(00233)0302308002 / 020 253 2278,Dansoman
Alpha Chrisdeb Company,"we are into the supply of quality drilling accessories, contract drilling, equipment hiring, conveyor and crusher accessories, haulage and technical services.",/site/directory/mining-equipment-suppliers/15246/Alpha-Chrisdeb-Company,+233-24-202975,
Alpha Construction Ltd,We respond rapidly to your building and housing needs with latest architectural designs.,/site/directory/building-contractors/7858/Alpha-Construction-Ltd,020-3955341.0244-141955.0278-143456,Tema Comm.4
Alpha Consul Travel and Tours,"Alpha Consul is one of the best travel and tours in the country.we walk around the world with u.your ticket reservation,if u want to tour Ghana then join us and u will never regret.",/site/directory/travel-agencies/4390/Alpha-Consul-Travel-and-Tours,233-0302-248638,
Alpha Dezyne Consult,Architectural Firm.,/site/directory/architectural-firm/909/Alpha-Dezyne-Consult,020-8175336,
Alpha Engineering Services Ltd,"ALPHA ENGINEERING SERVICES (AES) LTD. is a Construction Engineering and Project Management Company with the mission of delivering any project within schedule in any environment for the benefit of our clients, shareholders, employees and th…",/site/directory/building-contractors/20274/Alpha-Engineering-Services-Ltd,"+233 262 312 578, +233 206 280 894|  Facebook link: https://www.facebook.com/alphaengineeringservicesltd/",Mamprobi
ALPHA EVENTS AND USHERING CONCEPT,"A LITTLE BACKGROUND We are an event/entertainment company focused on event (corporate, casual, sports etc.) ushering, our other services are Training/grooming event ushers, Scouting/training of product and services model at the request …",/site/directory/events-organisers-/25412/ALPHA-EVENTS-AND-USHERING-CONCEPT,0244580673,Teshie Tsui Bleoo
Alpha High Limited,Supply and Installation of *Acoustic Ceilings/Suspended Ceiling Systems *Plasterboards and Accessories *Steel Security Doors *Interior Doors,/site/directory/building-materials-suppliers/24526/Alpha-High-Limited,0266 805827,Achimota
Alpha Insurance Brokers,Alpha Insurance Brokers,/site/directory/insurance-brokers/16277/Alpha-Insurance-Brokers,"0302 661572, 681156",Accra Central
ALPHA KAKRA LIMITED,"Alpha Kakra Limited is the leading supplier of hygiene/sanitary items for workplaces/out-of-home in Ghana with special focus on washroom dispensers and consumables. We have the best quality liquid Soap Dispensers, Hand Tissue/Paper Towel D…",/site/directory/cleaning-services/24402/ALPHA-KAKRA-LIMITED,0202673800,Adenta
Alpha Legacy Internet,Home & Office networking Supply of softwares Internet cafe set up Computer servicing Secretarial services Internet Browsing,/site/directory/it/16849/Alpha-Legacy-Internet,0262000420 / 0303-401876 / 0241771306,Larshibi
Alpha Mechatronics Co. Ltd.,"Electrical Panel Building, Supply Of Industrial Electric Parts, Fabrication of all types of electrical cabinets and enclusures, Installation of all industrial plans, industrial machines maintenance, wiring, specialists in PLC's (Programmab…",/site/directory/electrical-contractors/5431/Alpha-Mechatronics-Co-Ltd,00233-243-571578,
Alpha Mechatronics Company Limited,- Manufacture all kinds and sizes of electrical enclosures and panels for Telecommunication Tower Sites and Factories. ( any kind of steel plates with powder coating paint ). - Electrical Parts Suppliers.,/site/directory/electrical-suppliers/9480/Alpha-Mechatronics-Company-Limited,0243571578,Nungua
Alpha Reliance Ltd,"Alpha Reliance Ltd. is a World Class IT company. Our services include web and print design and authoring, software authoring and marketing of innovative softwares.",/site/directory/website-designers/5207/Alpha-Reliance-Ltd,233 28 510 26 83,Sakumono
Alpha Scaffolding Systems,"Founded in Ghana, Alpha Scaffolding Systems is a prominent and dynamic scaffold and formwork rental company. With a strong commitment to safety, quality, and customer satisfaction, we offer reliable and innovative solutions for constructio…",/site/directory/building-equipment-rentals/467625/Alpha-Scaffolding-Systems,0247021349|  Facebook link: https://www.facebook.com/terraingroupe?mibextid=ZbWKwL,Spintex
Alpha Stainless Groupe,"We are Manufacturer & Supplier of Stainless Steel Railings, Balcony Railings, Glass Railings, Hand railings, Staircase Railings, Burglar Proofs, Gates and Galvanize Steel Works. Our range unique designs not only enhances the appearance…",/site/directory/metal-products-suppliers/396255/Alpha-Stainless-Groupe,0243359227,Accra New Town
Alpha Unique Shop.,Cosmetics.,/site/directory/cosmetics/809/Alpha-Unique-Shop,"030 2-664294, 665629",
Alpha Virtual Academy Limited,"At Alpha Virtual Academy, we are committed to reducing the learning poverty that plagues Ghana. We are combining quality teachers, great content and superior technology to deliver high quality personalised virtual education to our students…",/site/directory/education-services-providers/451489/Alpha-Virtual-Academy-Limited,+233 50 955 5500,Weija
Alphafurn Engineering,we are a class 2 construction company that undertakes anything that deals with a building at very affordable prices.we also make security doors designed for your safety.,/site/directory/civil-engineering/9808/Alphafurn-Engineering,0244275661,Teshie
Alphalink Investments,Marketing of Vehicle and Personal tracking devices.,/site/directory/vehicle-tracking/8621/Alphalink-Investments,+233-243-974-237,Nungua
Alqua Trading Agency,"We are Alqua Trading Agency and we specialize in bringing you beautiful and durable fabrics, venetian and PVC blinds for your windows to suit domestic home and corporate office settings.Our blinds also come in manual and motorized systems.…",/site/directory/interior-decorators/23468/Alqua-Trading-Agency,0244 281361,Awoshie
Alrotec Solutions,"Alrotec Solutions is an experienced web design company based in Accra. We plan, design and produce custom-built, professional web sites. We always strive for a balance between style and function, delivering your website in an attractive a…",/site/directory/it/22804/Alrotec-Solutions,"0302948099, 0247640273, 0267640273",Lomnava
Alsale Services,Alsale Services is a Ghanaian owned enterprise established in June 2003 to undertake services as an Office Automation Equipment Supplier. Our products distribution covers are of two major brands: Alcount for Money Processing and Starmax…,/site/directory/equipment-suppliers/15506/Alsale-Services,+233 0302 675 751 / 0244 617 170,Achimota
Alsbridge Properties,Alsbridge Properties is a wholly Ghanaian property company established in 2013 to among other things engage in Property Development and Management Services and also provide other property needs such as import of fixtures and fittings. O…,/site/directory/cleaning-services/474372/Alsbridge-Properties,0508738480|  Facebook link: https://www.facebook.com/alsbridgecleaning/,Dzorwulu
Alster Technologies Limited,"Alster Technology Limited has been established as a software development entity in Ghana on the 21st July, 2020. The vision of the company is to push new frontiers and cut the very edge of technology in the areas of Artificial Intelligence…",/site/directory/software-development/455325/Alster-Technologies-Limited,0502861327|  Facebook link: www.facebook.com/alsterlimited,Spintex
Altar of Grace Babycare and Nursery School,We provide a home for kids with working parents. With us love and care is assured as well as a great educational foundation.,/site/directory/nursery-kindergarten/484611/Altar-of-Grace-Babycare-and-Nursery-School,0209280174,Teshie Nungua
Alteck Ghana Limited,"Sales, service, and installation of Electrical Appliances including Motorola, Kenwood, Icom, etc.",/site/directory/electrical-appliances/21058/Alteck-Ghana-Limited,024 4630053,Osu
Altep Enterprise Limited,Road Construction services.,/site/directory/civil-engineering/21059/Altep-Enterprise-Limited,0244088877,East Legon
Alterium Equipment (Gh) Ltd.,We serve our clients by delivering innovative technology solutions that promote business growth and sustainability. Alterium Equipment (Gh) Ltd. caters to oil and gas exploration and production companies in the regions.,/site/directory/oil-and-gas/21060/Alterium-Equipment-Gh-Ltd,"024 4220005, 024 9893232",
Alternative Conveyor Supplies Ltd,"Alternative Conveyor Supplies is a registered company in Ghana which engages iin fabrication of light-duty and heavy-duty Conveyor systems, as well as Supplies of various Conveyor components. The company also provides on site maintenance o…",/site/directory/mining-equipment-suppliers/457517/Alternative-Conveyor-Supplies-Ltd,+233577988739|  Facebook link: www.facebook.com/facebook_alternativeconveyor,Spintex
Altimate Advetising Limited,advertising . design . branding . printing,/site/directory/advertising-agency/18371/Altimate-Advetising-Limited,+233 302 773 286,Labone
Altimate Kristal Vision Ltd,"A Civil Engineering Company is Looking for a Quantity Surveyor and Site Foreman. Minimum qualification of HND with Five(5yrs) experience in a similar field. Submit CV to the HR Manager, Altimate Kristal Vision Ltd to the address below. …",/site/directory/civil-engineering/16608/Altimate-Kristal-Vision-Ltd,"0243362305, 0266206576",Tesano
Altimate Kristal Vision Ltd,"Altimate Kristal Vision Ltd is a leading construction firm, focused on providing affordable, state of the art buildings (offices, warehouses, residential homes, hospital) for the average working Ghanaian. Altimate seeks to become a global …",/site/directory/civil-engineering/437071/Altimate-Kristal-Vision-Ltd,0302 279001,Tesano
Altimate Publications Limited,Advertising Agencies: Advertising and Marketing.,/site/directory/advertising-agency/21061/Altimate-Publications-Limited,0302773286,Labone
Altman Electrical Company Ltd,"WE ARE ECG CERTIFIED COMPANY WE ARE SPECIALIZED IN: 1. Internal Electrical Installation (Domestic, Commercials & Industrial) 2. Electrical Troubleshooting and General Electrical Supply. 3. Motor Rewinding/Maintenance 4. Generator instal…",/site/directory/electrical-contractors/17936/Altman-Electrical-Company-Ltd,020-8212993,Tema Comm.7
Alton Hotel,2 Star Hotel.,/site/directory/2-star-hotels/1042/Alton-Hotel,021-713326/7,
Altra Electrical Ltd,"Electrical supplies of all types, importer and exporter of electrical machines & cables",/site/directory/electrical-suppliers/8520/Altra-Electrical-Ltd,0302 766888,
Altra Electricals Limited,"Altra Electricals Ltd is Ghana-based wholesale distributor of electrical products and a solutions provider in the fields of power distribution, green energy technology and mobile telecommunications infrastructures. Founded in 2009 by th…",/site/directory/electrical-suppliers/15604/Altra-Electricals-Limited,+233 302 225 250 +233 302 766 888,Cantonments
ALUKAT GHANA,ALUKAT is an aluminium constructions and PVC company in Ghana with the most proficient and professional service delivery in specifications such as Windows Doors Curtain Walls Projected windows Bonding Cladding and more..,/site/directory/aluminium-products-suppliers/24050/ALUKAT-GHANA,050 231 6857,Airport
Alumnus of St. Peters Secondary School,Alumnus of St. Peters Secondary School,/site/directory/alumini-association/89/Alumnus-of-St-Peters-Secondary-School,N/A,
Alusynco Hellas Services Ltd.,"Alusynco is your one-stop place for the best in aluminum and PVC profiles, doors, windows, balustrades, curtain walls and amazing glazing of all kinds. This page seeks to keep our clients and business partners constantly updated on…",/site/directory/civil-engineering/448825/Alusynco-Hellas-Services-Ltd,+2330506423908|  Facebook link: https://www.facebook.com/alusyncoghana/,Spintex
Alusynco ltd,"The company was established in 2014, aiming to be the reference point in the windows construction field. ALUSYNCO, comes from a well known Greek construction company. During its many years of operation in Greece the company has fulfille…",/site/directory/aluminium-products-manufacturer/424877/Alusynco-ltd,+2330506423908,Spintex
Aluworks Limited,"Aluworks Limited is an aluminium continuous casting and cold rolling mill located at the port City of Tema, Ghana. The company was incorporated as a private limited liability company on the 22nd day of March 1978. Its shareholders at i…",/site/directory/bauxite-mining/4404/Aluworks-Limited,233 -22-208701 / 208702,Tema
Alveo Hive,"Alveo Hive is an online real estate marketplace using cutting-edge technology and innovative techniques to redefine and improve the way residential and commercial properties are searched for, bought and sold. Our new and advanced websit…",/site/directory/real-estate-contractors/451824/Alveo-Hive,0504761728|  Facebook link: www.facebook.com/alveohive,Tema
ALY Events,Events and Recruitment,/site/directory/events-organisers-/401572/ALY-Events,0307010054,Sakumono
ALZAD Ghana Limited,"Ocean Cool air conditioner, TVs, Fredges, Sokets, Adapters, Stabilizers, Lamps, Light projector, Extentions,Etc...",/site/directory/electrical-suppliers/7470/ALZAD-Ghana-Limited,0249-919647,
Alzheimer`s & Related Disorders Association of Ghana,Its an NGO with a three tier governance structure headed by the Board of Directors. The mandate of the organization is creating a dementia friendly environment where people with dementia can live with dignity and honour they deserve. Act…,/site/directory/ngo-local/25108/Alzheimer-s-Related-Disorders-Association-of-Ghana,0546608037,Tema
AM GUNU COMPANY LTD,ART CENTER,/site/directory/exporters/4482/AM-GUNU-COMPANY-LTD,00233243975623,Accra Central
AM Scaffolding,AM scaffolding is a Reputable company that deal in all types of Scaffold for Rent and sale.,/site/directory/building-equipment-rentals/458809/AM-Scaffolding,+233247647689,Sakumono
Amaadi Cold Stores Ltd,Food,/site/directory/food/687/Amaadi-Cold-Stores-Ltd,"021-683252-3-4, 686738",
Amadeus Marketing (Ghana) Ltd,"Amadeus is a world-class company that aspires to produce the best technology solutions to drive business results for our customers. Our aspiration is captured in three words, we want to be: Brighter, Bolder, Better. Amadeus has an impact a…",/site/directory/it/21064/Amadeus-Marketing-Ghana-Ltd,0302 765 590 - 2,Airport
Amaglobal Consultancy,WE SPECIALISE IN IT & TECHNOLOGY CONSULTING -NETWORK DESIGN & SUPPLY -WEBSITE SOLUTION -REMOTE HOSTING TECHNOLOGY -APPLICATION & SOFTWARE MANAGEMENT -DATA CENTRE TECHNOLOGY & OPERATIONS -IT PROJECT MANAGEMENT BUSINESS & STRATEGY…,/site/directory/it/14886/Amaglobal-Consultancy,(+233)241482772 / (+44)8433 330 7144,
Amagyei Ventures,"Alternative herbal medicine, Herbal Product, Health and Wellness, Herbal Hospital",/site/directory/clinic/435052/Amagyei-Ventures,0541207261,Ashaiman
Amal Plastics,"Most of, our plastics celing profiles is a multi- purpose building material cladding, partioning, facia boards and interior decorative concepts. however our products are nature freindly, and for every ceiling strip, you save a tree. Most i…",/site/directory/plastic-manufacturers/3142/Amal-Plastics,"0244215910, 0244274344, 0244369513",
AMALGA ELECTRIC,DEALS IN EVERY ELECTRICAL WORKS WITH WELL EXPERIENCE ENGINEERS AND TECHNICIANS,/site/directory/electrical-contractors/9702/AMALGA-ELECTRIC,0243781379,
AMALGA REAL ESTATE AGENT,RENTALS OF WAREHOUSES AND ALL YOUR ACCOMODATION NEEDS,/site/directory/other-directories/9704/AMALGA-REAL-ESTATE-AGENT,0243781379,West Tanokrom
Amalgamated Consult And Engineering Services,"AMALGAMATED CONSULT AND ENGINEERING SERVICES (AC&ES) is a Mechanical, Electrical And Plumbing (MEP) company which was formed to meet the demand for high quality services in the field of engineering, construction and maintenance.  AMALGAMAT…",/site/directory/business-consultants/25817/Amalgamated-Consult-And-Engineering-Services,054 5520841,Adenta
Amalgamated Feeds Ltd,Amalgamated Feeds Ltd is a Ghanaian company which produces Dry and Canned dog food and dog grooming productsunder the brand name NUTRIPAK. Our factory and head office are near Madina Zongo junction in Accra.,/site/directory/agro-processing-companies/438670/Amalgamated-Feeds-Ltd,0244236926,Madina
Amalgamated Group,Architectural Firm.,/site/directory/architectural-firm/848/Amalgamated-Group,051-23188,
Amalisa Fast Food,Continental Restaurant.,/site/directory/restaurants/1725/Amalisa-Fast-Food,021-312226,Dansoman
Amalisi Travel Limited,"About Amalisi Travel » Corporate Information Amalisi Travel is young, vibrant and dynamic and focuses exceptionally on its clients and its people. Amalisi Travel was established in 2011 and has grown to become the masters in corporate tra…",/site/directory/travel-agencies/18732/Amalisi-Travel-Limited,+233 249125464/233 266422742,Ayigbe Town
AmanAdehyee,ASSOCIATION OF PREMPEH & YAA ASANTEWAA OLD STUDENTS {{ AMANADEHYEE}} - LEGON,/site/directory/high-school/18115/AmanAdehyee,0244546227,Legon
Amanano Rural Bank Ltd,Rural Bank,/site/directory/rural-bank/21330/Amanano-Rural-Bank-Ltd,00233(0)3220 96956,Juansa
"Amansiah, LLC",This website allows you to purchase food and essential commodities for family and loved ones in Ghana. The loved ones then pick the food up in local stores in Ghana. Contact us for more information.,/site/directory/food/5427/Amansiah-LLC,+ 1 704 724 6318,Adum Kumasi
Amansie Central District Assembly,"Amansie Central District is located in the southern part of the Ashanti Region, the District is one of the twenty-seven (27) Administrative Districts in the Ashanti Region and one of the 28 newly created District Assemblies in the country,…",/site/directory/district-assembly/16059/Amansie-Central-District-Assembly,(+233-3220) 91456,
Amansie West Rural Bank Ltd,Rural Bank,/site/directory/rural-bank/21332/Amansie-West-Rural-Bank-Ltd,00233(0)3224 20044,
Amantin & Kasei Community Bank Ltd,Rural Bank,/site/directory/rural-bank/21333/Amantin-Kasei-Community-Bank-Ltd,00233(0)3220 99516,Ejura
Amanwa Restaurant,Ghanaian/continental Restaurant.,/site/directory/restaurants/1592/Amanwa-Restaurant,N/A,Tamale
Amarico Ent,Electrical Supplier,/site/directory/electrical-suppliers/667/Amarico-Ent,021-667139,
Amarlogix Ghana Limited,"Amarlogix is a client-centric logistics company that is ardent about serving our clients with excellence in meeting their logistics needs. As a result, Amarlogix meets the requirements of the clients from end-to-end (source to destination)…",/site/directory/freight-forwarders/416664/Amarlogix-Ghana-Limited,"0555707768, 0500550911",Spintex
Amarlogix Ghana Limited,Amarlogix is a client-centric logistics company that is ardent about serving our clients with excellence in meeting their logistics needs.,/site/directory/freight-forwarding/424432/Amarlogix-Ghana-Limited,0240126821,Spintex
Amart Ventures Limited,"Welcome to Amart Ventures, your trusted partner in the world of industrial weighing solutions and equipment calibration. Based in Tema, Ghana, we pride ourselves on delivering top-notch products and services tailored to meet the diverse ne…",/site/directory/engineering-products-suppliers/477413/Amart-Ventures-Limited,0244831223,Tema
Amarteifio & Co.,"The firm provides service in the areas of: Corporate Law, Civil Litigation, International Business Law, Admiralty and Shipping Law, Trusts, Estates and Real Property Law, Patents and Trademark, Immigration Law and Investment.",/site/directory/law-firms/21066/Amarteifio-Co,"0302 773145, 0302 773175",Accra Central
Amasha Partners Ltd,"At Amasha Partners Ltd, we see eyecare differently. We\'re the only highstreet optician with a reputation for professionals service. Our aim is beyond financial gains but making sure our clients get to test the field of optical service. …",/site/directory/clinic/21068/Amasha-Partners-Ltd,"0302 778827, 0244375252",
Amashdecoration,"Amashdeco deals with beautiful interior decoration for offices and also offers excellent catering services for end of year parties,birthday,wedding,funeral,engagement etc.The firm which as been in existence for the past six years also prov…",/site/directory/caterers/18959/Amashdecoration,0243866177,Osu
Amatel Restaurant,Ghanaian/Continental Restaurant.,/site/directory/restaurants/1626/Amatel-Restaurant,035 20-23435,
Amazing Brooks Concept Ltd,"We are graphic design consultants, brand strategist and passionate about what we do, we help ambitious companies and individuals make innovation happen. Our aim is to create strong and sustainable business value through strategy, design an…",/site/directory/printing-press/23563/Amazing-Brooks-Concept-Ltd,+233244236113 / +233265500901,Agbogba
amazona ent,"producers fo hair products: amazona hair grow amazona hair food, etc",/site/directory/other-directories/3354/amazona-ent,0208117987,Dansoman
Ambassador Kitchen,Local/Continental Restaurant.,/site/directory/restaurants/1870/Ambassador-Kitchen,031 20-27431,
Ambert Cleaning Services,Ambert Cleaning Services offers premium cleaning services for residential and commercial premises. Our team of professionals use the most hygienic and technically advanced cleaning approaches that live nothing but a wide smile on our custo…,/site/directory/business-consultants/25888/Ambert-Cleaning-Services,0242 832438 / 0247720531,Adenta
Ameefar Energy Africa Ltd,Renewable Enerfy Company,/site/directory/renewable-energy-product-suppliers/482345/Ameefar-Energy-Africa-Ltd,0502858036,Agbogba
Ameefar Energy Africa Ltd,A Renewable Energy Company,/site/directory/renewable-energy-product-suppliers/482435/Ameefar-Energy-Africa-Ltd,0502858036,Agbogba
AMEK PLATINUM SERVICES,"AMEK PLATINUM SERVICES IS A REAL ESTATES BROKERAGE, SELL, BUY AND RENT PROPERTIES ON BEHALF OF CLIENTS.",/site/directory/real-estate-brokers-agents/25727/AMEK-PLATINUM-SERVICES,"050 4546700, 0244873372",Dansoman
Amen Real Estate Bureau,"Real Estate Sales, Rentals & Leases, Surveying, Conveyancing and Valuations.",/site/directory/real-estate-brokers-agents/6414/Amen-Real-Estate-Bureau,"030 2913 548, 024 339 2290",
Amenfiman Rural Bank Ltd,Rural Bank,/site/directory/rural-bank/21492/Amenfiman-Rural-Bank-Ltd,00233(0)312093380,
